MESSAGE_IDR,CREATION_TMP,TRANSACTION_REFERENCE_NUM,FPS_IDR,SETTLEMENT_AMT,SETTLEMENT_CURRENCY_CDE,PAYMENT_REQUEST_SENT_DTE,BENEFICIARY_CR_INST_SRT_CDE,BENEFICIARY_CUS_ACC_NUM,BENEFICIARY_CUS_ACC_NME,ORIGINATING_CR_INST_SRT_CDE,ORIGINATING_CUS_ACC_NUM,ORIGINATING_CUS_ACC_NME,BENEF_CUS_ACC_ADDNL_IDENT_REF,PAYMENT_TYPE_CDE,CREDIT_PAYMENT_METHOD_VAL,DEBIT_PAYMENT_METHOD_VAL,MESSAGE_STATUS_CDE,MESSAGE_DIRECTION_CDE,SUBMITTING_MEMBER_BANK_CDE,RECEIVING_MEMBER_BANK_CDE,SETTLEMENT_DTE,ORIGINATING_SYSTEM_CDE
RPS FPS 33817767939939,6-2-2018 00:00:00,RP9343227467066560,RP46848861666860621242489406658934698,227.00,GBP,6-2-2018,411677,79721222,BA'ASYIRRASHID,326552,81369063,Decca Kobsch,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,6-2-2018,812
RPS FPS 37811586579928,8-6-2018 00:00:00,RP9452859353430670,RP46981043190270403034180676098805689,744.00,GBP,8-6-2018,300391,79724222,BA'ASYIRRIDA,518494,68190151,Mela Yuille,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,8-6-2018,812
RPS FPS 32387277000864,6-2-2018 00:00:00,RP6232343805182380,RP46878343125092425768390469369021395,836.00,GBP,6-2-2018,754487,79745222,"RIDA,RASHIDBA'ASYIR",683451,84548825,Lanette Giovani,INVOICES 22 +278,10,FPS,BOOK,COMPLETE,O,934,11,6-2-2018,603
RPS FPS 46445770460149,24-7-2018 00:00:00,RP7001408603264870,RP46849462297474570255580268788788281,958.00,GBP,24-7-2018,853573,79748222,"RASHID,RIDABA'AYSIR",733093,59226124,Grannie Setchfield,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,24-7-2018,612
RPS FPS 79643021225265,17-1-2018 00:00:00,RP5490690915297010,RP46920213385741724261582025389109700,44.00,GBP,17-1-2018,703747,79783222,RASHIDBA'AYSIR,306495,77864171,Laverne Biffen,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,17-1-2018,612
RPS FPS 74492177573344,20-8-2018 00:00:00,RP5158676260154790,RP46998501496112545578878790918907576,963.00,GBP,20-8-2018,799608,79784222,RIDABA'AYSIR,264968,83287032,Joelly Addis,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,20-8-2018,812
RPS FPS 39675819684788,25-3-2018 00:00:00,RP6813296655966130,RP46900722890497588209878147649264001,163.00,GBP,25-3-2018,330146,79788222,RBA'AYSIR,560863,51842494,Cassey Saundercock,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,25-3-2018,812
RPS FPS 15544468719141,5-5-2018 00:00:00,RP2964422612323920,RP46948762482973376308377827279224848,773.00,GBP,5-5-2018,649493,79792222,BA'AYSIRR,634703,77599067,Spence Mosey,INVOICES 22 +278,10,FPS,BOOK,COMPLETE,O,934,11,5-5-2018,603
RPS FPS 62800413123033,10-2-2018 00:00:00,RP8447290088696760,RP46941382476564384358189913108980697,718.00,GBP,10-2-2018,833560,79836222,"R,RBA'AYSIR",479904,72063063,Dalli Berkelay,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,10-2-2018,612
RPS FPS 73693810282088,7-6-2018 00:00:00,RP7446145915629790,RP46838071690639418532689462199189388,966.00,GBP,7-6-2018,770112,79914222,BA'AYSIRR R,488704,81671815,Val Iannelli,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,7-6-2018,612
RPS FPS 67263992403048,13-10-2018 00:00:00,RP3364912630539940,RP46936521467866590763680236738960760,830.00,GBP,13-10-2018,801500,79965222,"RASHID,RBA'AYSIR",842366,79593030,Godfree Giacomazzo,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,13-10-2018,812
RPS FPS 90433598432507,24-1-2018 00:00:00,RP2369334203584750,RP46897532304916671413992033278973649,595.00,GBP,24-1-2018,542188,79974222,BA'AYSIRRASHID R,420640,59384288,Althea Neilly,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,24-1-2018,812
RPS FPS 56289355904530,8-9-2018 00:00:00,RP6578396932421760,RP46994922794932752942491100349043933,76.00,GBP,8-9-2018,596199,80015222,BA'AYSIRRASHID,477173,82006487,Ricardo Thumann,INVOICES 22 +279,10,FPS,BOOK,COMPLETE,O,934,11,8-9-2018,603
RPS FPS 86846212960326,12-7-2018 00:00:00,RP6353004505175290,RP46936421392537751958689149529189529,100.00,GBP,12-7-2018,487142,80040222,BA'AYSIRRIDA,725116,75340005,Bradly Jans,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,12-7-2018,612
RPS FPS 29344589630180,25-11-2018 00:00:00,RP7279586086846930,RP46834882025541492935987085239135253,912.00,GBP,25-11-2018,410890,80049222,"RIDA,RASHIDBA'AYSIR",588238,42084863,Brande Lamburne,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,25-11-2018,612
RPS FPS 58274377243445,14-7-2018 00:00:00,RP6547772243765970,RP46862541460831658603391362578869502,74.00,GBP,14-7-2018,554298,80086222,"RASHID,RIDABASHIR",410810,76301701,Briny Blacker,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,14-7-2018,812
RPS FPS 15394397608607,20-12-2018 00:00:00,RP3463745160291920,RP46907081172924744502683009999166098,275.00,GBP,20-12-2018,666657,80107222,RASHIDBASHIR,287551,84151797,Britte Elphick,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,20-12-2018,812
RPS FPS 66271055494708,16-6-2018 00:00:00,RP2779232723133900,RP46808112442651374692785772229245204,795.00,GBP,16-6-2018,698178,80111222,RIDABASHIR,457043,66253246,Rickert Lowthorpe,INVOICES 22 +279,10,FPS,BOOK,COMPLETE,O,934,11,16-6-2018,603
RPS FPS 97140642951175,4-10-2018 00:00:00,RP5977624694047320,RP46933953203853589199393108708989950,91.00,GBP,4-10-2018,485163,80116222,RBASHIR,339256,75285704,Florella Waren,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,4-10-2018,612
RPS FPS 68957578710426,18-6-2018 00:00:00,RP5359990820927370,RP46939231631617687799381284978981202,51.00,GBP,18-6-2018,363374,80126222,BASHIRR,763917,85425693,Celine Cray,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,18-6-2018,612
RPS FPS 25333523486460,2-1-2018 00:00:00,RP2984579141098500,RP46826342247226681600180401128822549,884.00,GBP,2-1-2018,543283,80131222,"R,RBASHIR",838697,37312836,Rabbi Doulden,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,2-1-2018,812
RPS FPS 72748851545951,21-5-2018 00:00:00,RP5924508112050640,RP46858123404431385345389603698916989,606.00,GBP,21-5-2018,350016,80135222,BASHIRR R,269006,61221041,Adrea Threadgold,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,21-5-2018,812
RPS FPS 33283969903733,6-1-2018 00:00:00,RP9129547431975080,RP46834411392839594581590764528893749,518.00,GBP,6-1-2018,515118,80136222,"RASHID,RBASHIR",590081,49093330,Sutherlan Korting,INVOICES 22 +280,10,FPS,BOOK,COMPLETE,O,934,11,6-1-2018,603
RPS FPS 25510356982362,5-12-2018 00:00:00,RP5542035504185230,RP46966602028764428232492464219287933,446.00,GBP,5-12-2018,418866,80140222,BASHIRRASHID R,724544,74862306,Corabel Putt,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,5-12-2018,612
RPS FPS 82728729992209,6-7-2018 00:00:00,RP1819236665419590,RP46811192347596529629478689249315891,798.00,GBP,6-7-2018,747342,80158222,BASHIRRASHID,288640,43852560,Misty Summerside,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,6-7-2018,612
RPS FPS 65169512484731,25-5-2018 00:00:00,RP4038591056882840,RP46838662615209726365382098139143045,139.00,GBP,25-5-2018,803373,80161222,BASHIRRIDA,239305,79583393,Haley Creer,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,25-5-2018,812
RPS FPS 84971608000032,16-7-2018 00:00:00,RP1582729213331040,RP46904162435529361105484719478757674,448.00,GBP,16-7-2018,269101,80170222,"RIDA,RASHIDBASHIR",325096,54999733,Jesus Guerreru,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,16-7-2018,812
RPS FPS 31640245404525,22-10-2018 00:00:00,RP4361506432644970,RP46853841586042359623287121069092604,818.00,GBP,22-10-2018,451805,80214222,"RASHID,RIDABA?AYSIR",649970,48250049,Tatiania Matussevich,INVOICES 22 +280,10,FPS,BOOK,COMPLETE,O,934,11,22-10-2018,603
RPS FPS 68379468158840,19-1-2018 00:00:00,RP7907177255214940,RP46886642773164620237377890039236253,501.00,GBP,19-1-2018,368226,80247222,RASHIDBA?AYSIR,272130,53837088,Vassili Pasfield,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,19-1-2018,612
RPS FPS 37717726927619,5-7-2018 00:00:00,RP9404028860524520,RP46940152938318371913787431229259907,517.00,GBP,5-7-2018,507809,80274222,RIDABA?AYSIR,512496,38650106,Gallard MacGahey,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,5-7-2018,612
RPS FPS 56426460857830,12-6-2018 00:00:00,RP6926049060954300,RP46919022057687554015388200599017451,140.00,GBP,12-6-2018,866971,80287222,RBA?AYSIR,596429,44052657,Rikki Doree,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,12-6-2018,812
RPS FPS 10438440107841,14-4-2018 00:00:00,RP4541237517782020,RP46885432517225373147077713559088911,480.00,GBP,14-4-2018,476867,80289222,BA?AYSIRR,544115,61361670,Pace Jouannot,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,14-4-2018,812
RPS FPS 90332641182313,20-12-2018 00:00:00,RP9973648357146930,RP46963001887033717613186312098838007,130.00,GBP,20-12-2018,608602,80344222,"R,RBA?AYSIR",515046,52372056,Jessamine Beals,INVOICES 22 +281,10,FPS,BOOK,COMPLETE,O,934,11,20-12-2018,603
RPS FPS 95875178564548,8-5-2018 00:00:00,RP8004228062819830,RP46919542835410660451591857279237549,963.00,GBP,8-5-2018,756472,80400222,BA?AYSIRR R,625175,63814223,Hendrik Van Giffen,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,8-5-2018,612
RPS FPS 58077070660277,16-3-2018 00:00:00,RP3202681490615320,RP46918202109955388542179531959121179,405.00,GBP,16-3-2018,839378,80406222,"RASHID,RBA?AYSIR",336537,37470045,Bennett Hansman,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,16-3-2018,612
RPS FPS 25519397319395,7-2-2018 00:00:00,RP2889103825718710,RP46819262173756646793277553039303407,536.00,GBP,7-2-2018,425591,80409222,BA?AYSIRRASHID R,432268,50626021,Letizia Stading,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,7-2-2018,812
RPS FPS 84489610648821,5-1-2018 00:00:00,RP7564322359668380,RP46800372527067403146986619629053930,387.00,GBP,5-1-2018,527211,80428222,BA?AYSIRRASHID,572449,56361363,Natalee Dennistoun,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,5-1-2018,812
RPS FPS 47228564685830,9-3-2018 00:00:00,RP8486665926424070,RP46942012382501510655182623819160258,221.00,GBP,9-3-2018,347560,80440222,BA?AYSIRRIDA,422059,40909604,Vern Dewberry,INVOICES 22 +281,10,FPS,BOOK,COMPLETE,O,934,11,9-3-2018,603
RPS FPS 16508800044314,15-8-2018 00:00:00,RP7707580370852660,RP46892402758362592010478669938910404,88.00,GBP,15-8-2018,865491,80459222,"RIDA,RASHIDBA?AYSIR",626808,73595576,Leeann Treadgear,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,15-8-2018,612
RPS FPS 29614290381258,20-6-2018 00:00:00,RP7122962398052200,RP46964053275942423220685536619319430,733.00,GBP,20-6-2018,336926,80500222,"HUSAYN,RIDAJAWISH",244537,41525606,Kathi Gilvary,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,20-6-2018,612
RPS FPS 62207413435032,3-1-2018 00:00:00,RP7872387431215410,RP46955981733782377374985018368788129,195.00,GBP,3-1-2018,545454,80535222,HUSAYNJAWISH,604626,64370396,Bethina Beautyman,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,3-1-2018,812
RPS FPS 94573253998355,8-7-2018 00:00:00,RP6986380148941610,RP46951392721023502099588799989345758,934.00,GBP,8-7-2018,758420,80539222,RIDAJAWISH,404584,60388042,Waldemar Spleving,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,8-7-2018,812
RPS FPS 98963424136860,4-9-2018 00:00:00,RP9029546653106330,RP46940042499593537370079903669063776,342.00,GBP,4-9-2018,653739,80542222,HJAWISH,358350,43909300,Sophronia Sullens,INVOICES 22 +282,10,FPS,BOOK,COMPLETE,O,934,11,4-9-2018,603
RPS FPS 28884987169545,21-9-2018 00:00:00,RP1637691051168090,RP46937611876014424845279213658796434,326.00,GBP,21-9-2018,286719,80543222,JAWISHH,786631,59681087,Melodee Waison,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,21-9-2018,612
RPS FPS 65157467034076,16-7-2018 00:00:00,RP7225811008035110,RP46912302536191760927887040118915833,172.00,GBP,16-7-2018,503162,80561222,"H,RJAWISH",574148,59554104,Hagen Reggler,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,16-7-2018,612
RPS FPS 49642110998313,18-1-2018 00:00:00,RP2191512714751190,RP46838601520266369073592688619230968,59.00,GBP,18-1-2018,736196,80571222,JAWISHH R,476553,87142598,Pauly Jacquemet,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,18-1-2018,812
RPS FPS 67319914067561,11-2-2018 00:00:00,RP6282812261825200,RP46860372037218642461588366669200642,595.00,GBP,11-2-2018,251541,80615222,"HUSAYN,RJAWISH",447235,49822311,Beverie Stilly,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,11-2-2018,812
RPS FPS 60002659388656,3-6-2018 00:00:00,RP3121481357329640,RP46959742870519558303679681008965473,337.00,GBP,3-6-2018,856710,80618222,JAWISHHUSAYN R,263146,59967621,Sophey Jiricka,INVOICES 22 +282,10,FPS,BOOK,COMPLETE,O,934,11,3-6-2018,603
RPS FPS 71944373652178,22-8-2018 00:00:00,RP2416410543424090,RP46864461237596364540288117629281729,284.00,GBP,22-8-2018,397500,80629222,RJAWISH,407117,42413656,Brady Goggen,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,22-8-2018,612
RPS FPS 31894596391678,19-9-2018 00:00:00,RP9638301252023310,RP46997731673711587213391171039173224,853.00,GBP,19-9-2018,566141,80640222,JAWISHR,401274,45466582,Loralie Driussi,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,19-9-2018,612
RPS FPS 83665121545726,20-7-2018 00:00:00,RP2254786874244530,RP46916221402001372644390814178769825,233.00,GBP,20-7-2018,760560,80743222,JAWISHHUSAYN,466625,50459978,Bruno Deeth,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,20-7-2018,812
RPS FPS 79829736942413,21-5-2018 00:00:00,RP4580079328092930,RP46913442525874537798378813598836033,764.00,GBP,21-5-2018,422204,80749222,JAWISHRIDA,321772,43389876,Renee Gaskall,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,21-5-2018,812
RPS FPS 87181856724466,3-5-2018 00:00:00,RP7913783299126760,RP46987361204988359786692990999034771,566.00,GBP,3-5-2018,346348,80755222,"RIDA,HUSAYNJAWISH",252690,46737676,Lotte Scini,INVOICES 22 +283,10,FPS,BOOK,COMPLETE,O,934,11,3-5-2018,603
RPS FPS 12424385082041,14-11-2018 00:00:00,RP6649038003338390,RP46909061858999685281376512439171748,426.00,GBP,14-11-2018,803199,80759222,FARIDAMAHOMED,336377,79539722,Prissie Joinsey,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,14-11-2018,612
RPS FPS 93893446888171,23-7-2018 00:00:00,RP3892521061198870,RP46855821640469680466184755129040317,205.00,GBP,23-7-2018,482484,80776222,FARIDAOMAR,874210,44406125,Harmonie Stubbes,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,23-7-2018,612
RPS FPS 50518282950526,10-10-2018 00:00:00,RP8803974871327200,RP46856832045484549161385927428894011,915.00,GBP,10-10-2018,459838,80785222,ELDACASTRO,692362,60123884,Aveline Colliar,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,10-10-2018,812
RPS FPS 53676938461280,18-3-2018 00:00:00,RP4927875061311750,RP46820442863151533786577076539270290,652.00,GBP,18-3-2018,645591,80852222,"MARIA,ELDAHERNANDEZ PULIDO",814957,66037152,Conant Tegeller,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,18-3-2018,812
RPS FPS 23464735515653,25-9-2018 00:00:00,RP4391045847644260,RP46986212937726423294787575059125373,572.00,GBP,25-9-2018,735043,80857222,MARIAHERNANDEZ PULIDO,383810,61470314,Geraldine Funcheon,INVOICES 22 +283,10,FPS,BOOK,COMPLETE,O,934,11,25-9-2018,603
RPS FPS 51496530625943,24-2-2018 00:00:00,RP3997194960788200,RP46880772867432757000188343819016675,439.00,GBP,24-2-2018,578190,80879222,ELDAHERNANDEZ PULIDO,290274,48903759,Bronny Mallebone,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,24-2-2018,612
RPS FPS 84764329982810,26-9-2018 00:00:00,RP5327519890940210,RP46887472778947440455286026569296303,911.00,GBP,26-9-2018,738081,80895222,MHERNANDEZ PULIDO,716910,65384634,Lia Dayce,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,26-9-2018,612
RPS FPS 65528297629381,7-11-2018 00:00:00,RP9456204368969800,RP46822701252635548778886481809130568,867.00,GBP,7-11-2018,249877,80910222,HERNANDEZ PULIDOM,569741,68965341,Romy Sans,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,7-11-2018,812
RPS FPS 41904666534584,24-4-2018 00:00:00,RP9988455082556040,RP46838912191925468458792072268777200,623.00,GBP,24-4-2018,359363,80942222,"M,EHERNANDEZ PULIDO",629463,36753646,Jonis Breckenridge,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,24-4-2018,812
RPS FPS 76864304093825,24-11-2018 00:00:00,RP6885022502052860,RP46843652507095716772991681149147484,45.00,GBP,24-11-2018,361818,80990222,HERNANDEZ PULIDOM E,621501,50797293,Paddie Grigolli,INVOICES 22 +284,10,FPS,BOOK,COMPLETE,O,934,11,24-11-2018,603
RPS FPS 17275924142275,23-9-2018 00:00:00,RP2616435845815920,RP46820703338037495738490434619109066,18.00,GBP,23-9-2018,813421,81004222,"MARIA,EHERNANDEZ PULIDO",709222,49342758,Hali Beddis,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,23-9-2018,612
RPS FPS 72331050317488,24-4-2018 00:00:00,RP8730785391052240,RP46991682522016629332189258319348871,885.00,GBP,24-4-2018,372450,81009222,HERNANDEZ PULIDOMARIA E,418832,36007305,Norbie Deluze,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,24-4-2018,612
RPS FPS 93158052721703,9-4-2018 00:00:00,RP7979648861906640,RP46835272811277585904477108788951584,921.00,GBP,9-4-2018,434689,81027222,EHERNANDEZ PULIDO,841243,76661047,Hettie Paszek,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,9-4-2018,812
RPS FPS 97579292214941,10-6-2018 00:00:00,RP3569370887000060,RP46925183301113612910779016679153277,454.00,GBP,10-6-2018,782845,81067222,HERNANDEZ PULIDOE,467336,68909674,Orlando Mathew,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,10-6-2018,812
RPS FPS 95971437211193,15-10-2018 00:00:00,RP7360723914344630,RP46838972695151663474477545078898730,870.00,GBP,15-10-2018,694805,81071222,HERNANDEZ PULIDOMARIA,290025,62642981,Ethelred Ector,INVOICES 22 +284,10,FPS,BOOK,COMPLETE,O,934,11,15-10-2018,603
RPS FPS 67771640105468,27-4-2018 00:00:00,RP4611674660685670,RP46840663297244526778876594159129450,102.00,GBP,27-4-2018,318477,81074222,HERNANDEZ PULIDOELDA,838794,43946175,Grannie Caney,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,27-4-2018,612
RPS FPS 64516125952287,23-11-2018 00:00:00,RP6457090250779960,RP46859242349594763578184213449207605,221.00,GBP,23-11-2018,356964,81097222,"ELDA,MARIAHERNANDEZ PULIDO",405857,78073055,Sorcha Watkiss,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,23-11-2018,612
RPS FPS 77824301475423,7-6-2018 00:00:00,RP7132432268783930,RP46901062716421342959977108349070854,931.00,GBP,7-6-2018,652958,81102222,"T,ELDALESHIKA",766476,76436025,Pandora Mountlow,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,7-6-2018,812
RPS FPS 81282025553544,1-1-2018 00:00:00,RP6081760963913210,RP46804722538096535565485412779335492,553.00,GBP,1-1-2018,312659,81121222,GRICELDALOPEZ PEREZ,595785,77588625,Ash Koubek,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,1-1-2018,812
RPS FPS 18623828585151,26-4-2018 00:00:00,RP8641425112299310,RP46830511233308583763691666549068448,629.00,GBP,26-4-2018,345168,81152222,GLOPEZ PEREZ,632890,68988229,Sheffy Buessen,INVOICES 22 +285,10,FPS,BOOK,COMPLETE,O,934,11,26-4-2018,603
RPS FPS 68812041905682,17-2-2018 00:00:00,RP3396543318996120,RP46941051310670514288487444049060765,83.00,GBP,17-2-2018,729841,81171222,LOPEZ PEREZG,561902,75464366,Wendell Andreia,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,17-2-2018,612
RPS FPS 10890659576238,5-6-2018 00:00:00,RP1684573419149860,RP46877812587659390778090003589079413,984.00,GBP,5-6-2018,533674,81172222,ETHELDABURRUS,485895,58961112,Arleta Heinrici,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,5-6-2018,612
RPS FPS 79088881259044,19-4-2018 00:00:00,RP3541014495519730,RP46828713068329752114690650598885574,332.00,GBP,19-4-2018,248023,81223222,ZELDABADENHORST,753879,48585188,Isaac Acory,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,19-4-2018,812
RPS FPS 11272123257268,27-7-2018 00:00:00,RP2879945218105640,RP46877371187664671097880878068854549,480.00,GBP,27-7-2018,336754,81310222,ZELDAHAAS,723780,35110336,Halsey Diwell,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,27-7-2018,812
RPS FPS 66863997148369,3-1-2018 00:00:00,RP8769490633469890,RP46926173264409345400691457769020319,962.00,GBP,3-1-2018,451755,81327222,ZELDALE ROUX,635728,70685860,Godfrey Aimable,INVOICES 22 +285,10,FPS,BOOK,COMPLETE,O,934,11,3-1-2018,603
RPS FPS 85600536768033,9-10-2018 00:00:00,RP4486552497975940,RP46896612193058455158487713238807516,237.00,GBP,9-10-2018,699768,81374222,ZELDAVROLICK,371835,58397711,Shayne Kennewell,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,9-10-2018,612
RPS FPS 16425781346838,18-6-2018 00:00:00,RP2533790623361450,RP46808622431135702459192785329181421,382.00,GBP,18-6-2018,605477,81408222,ZELDAWOLMARANS,617423,53795144,Carlotta Reidie,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,18-6-2018,612
RPS FPS 98519725936084,15-11-2018 00:00:00,RP2180011623948660,RP46980092068713481893680696888815951,803.00,GBP,15-11-2018,327725,81424222,"JEAN,ICILDACAMPBELL",683119,86156166,Rozalin Bellward,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,15-11-2018,812
RPS FPS 25354864827596,9-2-2018 00:00:00,RP5069844231471010,RP46874601197398450653880297689208574,364.00,GBP,9-2-2018,733896,81426222,HILDAKHOZA,737503,71692253,Rodie Greason,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,9-2-2018,812
RPS FPS 81956838145653,21-1-2018 00:00:00,RP5318326029397570,RP46874221802227747508293472959059385,793.00,GBP,21-1-2018,624206,81432222,HILDANDUDE,702095,38282754,Nessie MacKerley,INVOICES 22 +286,10,FPS,BOOK,COMPLETE,O,934,11,21-1-2018,603
RPS FPS 65349535626683,12-2-2018 00:00:00,RP8372585499727750,RP46997942760768530869980772539259343,303.00,GBP,12-2-2018,671061,81465222,HILDARIEBELING CORDERO,532404,51966164,Hakeem Popeley,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,12-2-2018,612
RPS FPS 34839335492755,23-11-2018 00:00:00,RP4708116855013660,RP46993822833323590628584276778930916,459.00,GBP,23-11-2018,841641,81482222,HRIEBELING CORDERO,305339,41310409,Andras Copas,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,23-11-2018,612
RPS FPS 99530585395276,18-2-2018 00:00:00,RP4026752184912530,RP46961652547342489772587706639068179,478.00,GBP,18-2-2018,367098,81486222,RIEBELING CORDEROH,470989,82529265,Rafaela Twiggs,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,18-2-2018,812
RPS FPS 11233182391631,23-3-2018 00:00:00,RP9279141459134860,RP46848843309608696678284505378852633,497.00,GBP,23-3-2018,734556,81495222,HILDASTERRY,368441,76405698,Shelley Hastwell,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,23-3-2018,812
RPS FPS 85419486764495,12-5-2018 00:00:00,RP6164888581864300,RP46885191278007587748981468179141776,10.00,GBP,12-5-2018,707066,81502222,HILDAWEBER,459946,66882265,Kellsie Beardmore,INVOICES 22 +286,10,FPS,BOOK,COMPLETE,O,934,11,12-5-2018,603
RPS FPS 82834121361878,21-6-2018 00:00:00,RP2268943219519530,RP46838243250235671967684391368816637,485.00,GBP,21-6-2018,385342,81522222,"MARCIA,MATILDAFALKENDER",758169,78687698,Leroi Townshend,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,21-6-2018,612
RPS FPS 27967482369850,11-5-2018 00:00:00,RP8935784673863620,RP46886473225506646510779256989295561,566.00,GBP,11-5-2018,765956,81534222,"SOFIENE,BEN HABIB,BEN HAJ HAMDABEN ALI",801586,74313853,Garret Ceney,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,11-5-2018,612
RPS FPS 11587496419500,25-7-2018 00:00:00,RP7046040860178830,RP46802431912708713844087852179351741,844.00,GBP,25-7-2018,787246,81559222,SOFIENEBEN ALI,307395,79363880,Elnore Wythe,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,25-7-2018,812
RPS FPS 89915188690008,23-1-2018 00:00:00,RP1802125383854560,RP46903552646978557082881460769015902,281.00,GBP,23-1-2018,399963,81604222,"SOFIENE,BEN HABIBBEN ALI",383442,81098312,Dukie McElree,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,23-1-2018,812
RPS FPS 63096177333373,4-11-2018 00:00:00,RP3265917932025860,RP46990902010458620334593013069126731,798.00,GBP,4-11-2018,466926,81700222,BEN HABIBBEN ALI,726156,66851230,Charley Nicolls,INVOICES 22 +287,10,FPS,BOOK,COMPLETE,O,934,11,4-11-2018,603
RPS FPS 30770977300882,13-11-2018 00:00:00,RP4635002247130280,RP46807682709096574722579654619177587,428.00,GBP,13-11-2018,591859,81708222,BEN HAJ HAMDABEN ALI,283528,74154781,Yasmin Tiplady,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,13-11-2018,612
RPS FPS 61922576101198,1-5-2018 00:00:00,RP8817741998791570,RP46840871381602517513892755689119448,333.00,GBP,1-5-2018,719267,81806222,SBEN ALI,605186,46859482,Colby Brouwer,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,1-5-2018,612
