FPS Payment data,,,,,,,,,,,,,,,,,,,,,,
MESSAGE_IDR,CREATION_TMP,TRANSACTION_REFERENCE_NUM,FPS_IDR,SETTLEMENT_AMT,SETTLEMENT_CURRENCY_CDE,PAYMENT_REQUEST_SENT_DTE,ORIGINATING_CR_INST_SRT_CDE,ORIGINATING_CUS_ACC_NUM,ORIGINATING_CUS_ACC_NME,BENEFICIARY_CR_INST_SRT_CDE,BENEFICIARY_CUS_ACC_NUM,BENEFICIARY_CUS_ACC_NME,BENEF_CUS_ACC_ADDNL_IDENT_REF,PAYMENT_TYPE_CDE,CREDIT_PAYMENT_METHOD_VAL,DEBIT_PAYMENT_METHOD_VAL,MESSAGE_STATUS_CDE,MESSAGE_DIRECTION_CDE,SUBMITTING_MEMBER_BANK_CDE,RECEIVING_MEMBER_BANK_CDE,SETTLEMENT_DTE,ORIGINATING_SYSTEM_CDE
RPS FPS 79077831462862,21-08-2018 00:00,RP4888484373775980,RP46831073384838654980983560848915160,269,GBP,21-08-2018,315039,63572222,Clo Morland,371717,55647546,KHESHAYBANFAHAD,INVOICES 22 +205,10,FPS,BOOK,COMPLETE,O,934,11,21-08-2018,603
RPS FPS 23226671715236,01-01-2018 00:00,RP2588707862939470,RP46916612039416758299081775439198912,901,GBP,01-01-2018,498974,63609222,Stacy Wark,308446,49933197,"H,FAHADKHESHAYBAN",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,01-01-2018,612
RPS FPS 51123878724149,25-04-2018 00:00,RP5516103802137410,RP46940733245460512248178785759069605,915,GBP,25-04-2018,441002,63632222,Luigi Angrave,708635,50196175,"WAIL,H,AJILDAN",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,25-04-2018,612
RPS FPS 42681797371357,06-09-2018 00:00,RP1359247500508440,RP46967913136035370000578079319098408,317,GBP,06-09-2018,314365,63651222,Gardiner Pandey,849017,57281116,WAILJILDAN,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,06-09-2018,812
RPS FPS 35050965094973,20-01-2018 00:00,RP9859998425587840,RP46929461297055592700388488278778516,63,GBP,20-01-2018,248574,63700222,Kaela Stanfield,434840,60850137,"WAIL,HJILDAN",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,20-01-2018,812
RPS FPS 17377516391709,13-04-2018 00:00,RP3827415035661070,RP46884731550697549158893307688942609,574,GBP,13-04-2018,284876,63701222,Bo Le Leu,463910,54932117,HJILDAN,INVOICES 22 +206,10,FPS,BOOK,COMPLETE,O,934,11,13-04-2018,603
RPS FPS 89603177750060,12-02-2018 00:00,RP5443246556285560,RP46834561730812551671092245049170573,227,GBP,12-02-2018,399265,63707222,Alaric Dallin,423184,74768312,AJILDAN,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,12-02-2018,612
RPS FPS 68264516925007,03-03-2018 00:00,RP8199592212499830,RP46842721926281538934676844689068941,631,GBP,03-03-2018,479116,63745222,Alaine Innman,764884,84799352,WJILDAN,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,03-03-2018,612
RPS FPS 39150532019322,19-03-2018 00:00,RP9429237196167630,RP46826882376441659998283374109283870,900,GBP,19-03-2018,794921,63755222,Angel Blackham,631579,63113711,JILDANW,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,19-03-2018,812
RPS FPS 51308936856443,05-07-2018 00:00,RP1972931255401570,RP46829122653143727218677312848785838,832,GBP,05-07-2018,732639,63758222,Hobart Woodsford,602410,38072581,"W,HJILDAN",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,05-07-2018,812
RPS FPS 86976753352304,26-12-2018 00:00,RP3215565462356500,RP46801672776697654996789253188758962,454,GBP,26-12-2018,837890,63772222,Mozes Fairrie,806181,52904834,JILDANW H,INVOICES 22 +206,10,FPS,BOOK,COMPLETE,O,934,11,26-12-2018,603
RPS FPS 14598028198764,17-08-2018 00:00,RP2933398352610410,RP46967741232071635742487935599353671,422,GBP,17-08-2018,334276,63776222,Bordy Tunnick,416918,51698508,"W,H,AJILDAN",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,17-08-2018,612
RPS FPS 50853478705173,06-09-2018 00:00,RP9691074400623790,RP46970882268667460925479433079180864,702,GBP,06-09-2018,295437,63783222,Alysa Corrao,242898,64461040,JILDANW H A,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,06-09-2018,612
RPS FPS 23989126643059,15-09-2018 00:00,RP1151445787770500,RP46918281998528490800791769279273928,852,GBP,15-09-2018,284823,63838222,Elset Orwell,630888,53272159,JILDANWAIL H,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,15-09-2018,812
RPS FPS 55838475807541,03-09-2018 00:00,RP6151109631942590,RP46996681612088587082981057119310489,855,GBP,03-09-2018,535828,63843222,Tallie Polk,442010,36660638,"WAIL,AJILDAN",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,03-09-2018,812
RPS FPS 71960046356048,18-08-2018 00:00,RP6285029175418070,RP46883702338777724514083557509106365,145,GBP,18-08-2018,613390,63859222,Tamera Espada,842864,62979978,JILDANWAIL A,INVOICES 22 +207,10,FPS,BOOK,COMPLETE,O,934,11,18-08-2018,603
RPS FPS 75386306611116,14-06-2018 00:00,RP5855238106346680,RP46971851385399468454390258519276562,584,GBP,14-06-2018,502908,63932222,Drusy Ponton,441371,71653295,JILDANH,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,14-06-2018,612
RPS FPS 29599131896850,27-03-2018 00:00,RP3626435098574830,RP46851092380396491477880071599332787,345,GBP,27-03-2018,464966,64019222,Beilul Runchman,373314,52214565,JILDANA,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,27-03-2018,612
RPS FPS 21199476870200,12-12-2018 00:00,RP8785464584960640,RP46921202056407400780976527229174438,698,GBP,12-12-2018,802370,64021222,Carmela Jewson,707930,63579280,JILDANWAIL,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,12-12-2018,812
RPS FPS 26208076795991,11-05-2018 00:00,RP2466310237829390,RP46826303126494402201376534879283064,863,GBP,11-05-2018,587939,64045222,Fionnula Tartt,709817,40897358,"H,WAILJILDAN",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,11-05-2018,812
RPS FPS 77536107253090,10-05-2018 00:00,RP9740656968617890,RP46970312615493495685984367178853424,722,GBP,10-05-2018,324410,64057222,Giulia Stoven,429535,46144659,"MOHAMMED,SALEH,AALAMQE",INVOICES 22 +207,10,FPS,BOOK,COMPLETE,O,934,11,10-05-2018,603
RPS FPS 77651172256082,24-02-2018 00:00,RP5532949262300840,RP46987003140881469336385179299160757,921,GBP,24-02-2018,832338,64061222,Chantalle Gaine,374718,36086750,MOHAMMEDALAMQE,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,24-02-2018,612
RPS FPS 26869393646919,10-06-2018 00:00,RP1351699063902890,RP46983732460588747186685772378793413,164,GBP,10-06-2018,698594,64066222,Rooney Chrichton,659595,41845381,"MOHAMMED,SALEHALAMQE",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,10-06-2018,612
RPS FPS 24584813731518,08-03-2018 00:00,RP4443513046306190,RP46910492288750402857085261778926769,840,GBP,08-03-2018,505955,64069222,Giffy Earwicker,307197,37706864,SALEHALAMQE,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,08-03-2018,812
RPS FPS 37616928048222,04-08-2018 00:00,RP3533877638778590,RP46825411485663708706386950079292455,20,GBP,04-08-2018,351164,64117222,Tonnie Stoves,599991,63981761,AALAMQE,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,04-08-2018,812
RPS FPS 99788703359149,22-07-2018 00:00,RP8013892376643790,RP46921412832779753276290183139337298,476,GBP,22-07-2018,572419,64150222,Hilliary Brislane,386212,39031316,MALAMQE,INVOICES 22 +208,10,FPS,BOOK,COMPLETE,O,934,11,22-07-2018,603
RPS FPS 53880652435787,24-06-2018 00:00,RP2911127314830430,RP46916431875930586244784323328756663,665,GBP,24-06-2018,480291,64271222,Maximilian Sinyard,707744,76932604,ALAMQEM,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,24-06-2018,612
RPS FPS 97897627383260,10-08-2018 00:00,RP7612535950325680,RP46877402744932348728984911838798911,392,GBP,10-08-2018,696200,64279222,Ingra Pretor,284139,70386221,"M,SALAMQE",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,10-08-2018,612
RPS FPS 14399143354216,18-09-2018 00:00,RP5320645464466490,RP46881662246844714872986962159154886,670,GBP,18-09-2018,655212,64290222,Hedvige Duncklee,560463,39366303,ALAMQEM S,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,18-09-2018,812
RPS FPS 78157224342653,21-07-2018 00:00,RP6083016906835580,RP46958783375120370096778134969212699,215,GBP,21-07-2018,712906,64292222,Dallas Cranstone,366267,52601128,"M,S,AALAMQE",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,21-07-2018,812
RPS FPS 48307284087368,15-03-2018 00:00,RP1102562709814160,RP46979542710521751274585316808836571,393,GBP,15-03-2018,617832,64320222,Leupold Ruvel,760373,85299181,ALAMQEM S A,INVOICES 22 +208,10,FPS,BOOK,COMPLETE,O,934,11,15-03-2018,603
RPS FPS 64091753973400,25-08-2018 00:00,RP5873804165958830,RP46978812983037607910681755899346438,557,GBP,25-08-2018,335637,64402222,Dimitry Sim,686777,50638933,"MOHAMMED,SALAMQE",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,25-08-2018,612
RPS FPS 57774999481871,01-02-2018 00:00,RP5728077733448330,RP46865242677987757333978225589310963,992,GBP,01-02-2018,550868,64411222,Salvidor Camden,468081,49807959,ALAMQEMOHAMMED S,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,01-02-2018,612
RPS FPS 58727794196604,22-09-2018 00:00,RP3659378926174710,RP46818402858853622709679562038752273,257,GBP,22-09-2018,496722,64413222,Lorianne Bosma,550107,45601825,"MOHAMMED,AALAMQE",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,22-09-2018,812
RPS FPS 32919358844073,25-04-2018 00:00,RP3627843800139230,RP46966421128866410114283478759105737,756,GBP,25-04-2018,637997,64438222,Huntlee Gladdifh,754618,50139166,ALAMQEMOHAMMED A,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,25-04-2018,812
RPS FPS 22550012900032,15-08-2018 00:00,RP1421592526295330,RP46936762015400704548776722118747779,322,GBP,15-08-2018,410097,64470222,Rockie Crilly,257957,54159765,SALAMQE,INVOICES 22 +209,10,FPS,BOOK,COMPLETE,O,934,11,15-08-2018,603
RPS FPS 26005617367126,24-05-2018 00:00,RP5040293021175960,RP46993412782840497298280390848846037,798,GBP,24-05-2018,424591,64476222,Loria Edgeley,514444,61571624,ALAMQES,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,24-05-2018,612
RPS FPS 88643808584256,07-06-2018 00:00,RP4295231034432480,RP46976891124046678445390218809035416,426,GBP,07-06-2018,657037,64496222,Pate Steffan,675810,50421635,ALAMQEA,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,07-06-2018,612
RPS FPS 55194938059714,03-04-2018 00:00,RP4716318698800920,RP46994642691184429839078990538789158,178,GBP,03-04-2018,586037,64533222,Rhetta Collishaw,728116,61816908,ALAMQEMOHAMMED,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,03-04-2018,812
RPS FPS 94115822768598,03-11-2018 00:00,RP8143184315767760,RP46927482473171606246384845758958643,45,GBP,03-11-2018,603368,64538222,Ronni McCluskey,565624,51435459,ALAMQEMOHAMMED SALEH,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,03-11-2018,812
RPS FPS 48868006905680,15-10-2018 00:00,RP7031131895816080,RP46826922755038404936091922268783287,687,GBP,15-10-2018,342112,64542222,Danette Crocetto,438924,79713413,ALAMQESALEH,INVOICES 22 +209,10,FPS,BOOK,COMPLETE,O,934,11,15-10-2018,603
RPS FPS 11326802587987,17-02-2018 00:00,RP3000450979889950,RP46948541764646591330484826758767268,290,GBP,17-02-2018,825654,64576222,Rayner Fawdrie,637078,36800222,"SALEH,MOHAMMEDALAMQE",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,17-02-2018,612
RPS FPS 47221419942869,13-07-2018 00:00,RP2222394071808130,RP46821702511049410584879748789036737,671,GBP,13-07-2018,852883,64666222,Beale Vaughan,768299,72429075,"JOSEPH,AGIBBONS",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,13-07-2018,612
RPS FPS 18872689322875,21-02-2018 00:00,RP8020899842927180,RP46853651955594765208579615979145564,272,GBP,21-02-2018,763803,64692222,Bertrando Fishlock,529679,70580804,"ELIZABETH,ACAMERON",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,21-02-2018,812
RPS FPS 99853391978780,18-02-2018 00:00,RP6835582039305760,RP46961622993026706919193014638798019,304,GBP,18-02-2018,446435,64726222,Eadith Kordt,589983,69966008,"JUDITH,AJOHANSEN",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,18-02-2018,812
RPS FPS 92861842350080,13-01-2018 00:00,RP7317053501486740,RP46856592209338476468278369039333537,426,GBP,13-01-2018,599592,64750222,Doti Jewis,738185,58037297,"MOIPONE,I,ASEOKOLO",INVOICES 22 +210,10,FPS,BOOK,COMPLETE,O,934,11,13-01-2018,603
RPS FPS 17610732973711,25-01-2018 00:00,RP7361240622528120,RP46940063023894691294585490119308874,361,GBP,25-01-2018,633445,64757222,Monro Wallach,611158,75880698,"ALI,AMANDHRY",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,25-01-2018,612
RPS FPS 29149055084701,09-08-2018 00:00,RP7536704580885270,RP46869071941238487703779829348795180,843,GBP,09-08-2018,340865,64774222,Basilius MacLeod,561502,40115239,"GARY,K,AMOROLO",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,09-08-2018,612
RPS FPS 57503778971489,13-12-2018 00:00,RP2884629417499270,RP46960452638922604694878048738760790,307,GBP,13-12-2018,261908,64791222,Creighton Aysh,815026,73956640,"PATRICK,ASHETLER",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,13-12-2018,812
RPS FPS 14431448300910,03-08-2018 00:00,RP3425530846815530,RP46940723411286551665687812908842164,936,GBP,03-08-2018,706101,64844222,Wylie Nestle,741032,67458383,"MARK,APHILLIPS",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,03-08-2018,812
RPS FPS 79323614178192,11-08-2018 00:00,RP3200891670214570,RP46947201277544616194885677209264290,192,GBP,11-08-2018,328564,64853222,Saidee Moret,840520,85296741,"MARK,ASTEENBERGH",INVOICES 22 +210,10,FPS,BOOK,COMPLETE,O,934,11,11-08-2018,603
RPS FPS 89288803904090,06-12-2018 00:00,RP3085330975624700,RP46961603067646593589483507848942983,895,GBP,06-12-2018,320256,64859222,Morse Camplen,675289,58983549,"NEAL,ABRADY",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,06-12-2018,612
RPS FPS 83122595218288,08-12-2018 00:00,RP4900957569439360,RP46874273430801530433385752598872449,406,GBP,08-12-2018,658882,64883222,Niel Szymon,329521,63284966,"MUIEEN,A,DEEN,JAMAL,AABD AL SATTAR",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,08-12-2018,612
RPS FPS 56975690562237,13-07-2018 00:00,RP9486689910367580,RP46918932438601363672883352019043745,392,GBP,13-07-2018,688699,64888222,Tadd Hriinchenko,785919,37246066,"KAMAL,AKAGA",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,13-07-2018,812
RPS FPS 25558579926914,25-11-2018 00:00,RP3346818976950030,RP46977343080376347712182096838824305,752,GBP,25-11-2018,623278,64908222,Shay Baden,586884,86649468,"RACHAEL,AGREGORY",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,25-11-2018,812
RPS FPS 20914432101099,04-06-2018 00:00,RP2179184341408410,RP46802992388648728831983531009227274,63,GBP,04-06-2018,239193,64931222,Alejandrina Woolens,342701,36198727,"MICHAEL,AGARDNER",INVOICES 22 +211,10,FPS,BOOK,COMPLETE,O,934,11,04-06-2018,603
RPS FPS 45310546020206,24-05-2018 00:00,RP2054944230220230,RP46860013439252519136391989788968256,529,GBP,24-05-2018,432090,64934222,Glyn Karpeev,707909,42312561,"CAROL,ABRUNGER",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,24-05-2018,612
RPS FPS 33015853858665,04-05-2018 00:00,RP1487447190063360,RP46884221623430686637787319698775361,129,GBP,04-05-2018,244512,64952222,Henryetta Skirvin,613935,50336628,"KARL,ATHURMOND",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,04-05-2018,612
RPS FPS 20778045934427,08-03-2018 00:00,RP8163290688534500,RP46871082771715615853887779439162503,602,GBP,08-03-2018,679361,64992222,Elvin Moar,525694,76717826,"PAUL,ACUSHMAN",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,08-03-2018,812
RPS FPS 47321268592211,13-01-2018 00:00,RP8937525190525690,RP46893161777715431258088871918875165,387,GBP,13-01-2018,803291,64997222,Blanca Dowrey,648880,36571999,"M,AKUTTAPPAN",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,13-01-2018,812
RPS FPS 19500977610294,10-10-2018 00:00,RP4258789901124020,RP46992302366011685609080173918760746,511,GBP,10-10-2018,652082,65007222,Leela Caldwall,516850,80935261,"WILLEM,AODENDAAL",INVOICES 22 +211,10,FPS,BOOK,COMPLETE,O,934,11,10-10-2018,603
RPS FPS 78876255081254,09-07-2018 00:00,RP5860444125780640,RP46958933174108355365488744568767045,930,GBP,09-07-2018,770984,65030222,Giorgi Kondratowicz,274554,67017963,"EPHRAIM,AMUKISIRA",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,09-07-2018,612
RPS FPS 11460189603508,21-06-2018 00:00,RP1772972280921550,RP46806362634826734798177002108925012,479,GBP,21-06-2018,274888,65049222,Elbertina Cherrison,386839,47080647,"JIM,AVANDERBILT",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,21-06-2018,612
RPS FPS 34026616719133,23-03-2018 00:00,RP9040329895902240,RP46823453404378550135284416959228707,635,GBP,23-03-2018,451966,65068222,Wilt Kyne,783716,72116588,"LABAN,AANZIYA",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,23-03-2018,812
RPS FPS 18312487773556,08-11-2018 00:00,RP8566315639816470,RP46887632230774672336289050368968311,99,GBP,08-11-2018,862211,65074222,Giana Bowers,404669,85784309,"DAN,AOLSON",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,08-11-2018,812
RPS FPS 97449403219026,09-12-2018 00:00,RP1616659144945520,RP46938552228859532054090522728925899,108,GBP,09-12-2018,707540,65076222,Mariska Copley,321707,67215951,"MORGAN,AJONES",INVOICES 22 +212,10,FPS,BOOK,COMPLETE,O,934,11,09-12-2018,603
RPS FPS 46695383569052,14-12-2018 00:00,RP4178186247383510,RP46946173080586707456390946009339855,875,GBP,14-12-2018,351545,65083222,Gussi Dives,655706,86977259,"JONATHAN,ADEWARE",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,14-12-2018,612
RPS FPS 39598523018839,09-01-2018 00:00,RP8901385256625820,RP46978163428581562389777669478811564,824,GBP,09-01-2018,678208,65128222,Thorny Pinel,676051,71490419,"JONATHAN,AHEHER",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,09-01-2018,612
RPS FPS 71359386414574,25-12-2018 00:00,RP2951701136299170,RP46906473085291362118186619358814311,62,GBP,25-12-2018,450593,65133222,Allis Stollmeier,501988,40971638,"BRIAN,AMOLLER-BUTCHER",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,25-12-2018,812
RPS FPS 78794928313226,17-12-2018 00:00,RP5816037657351960,RP46958261156783432838787699178840307,947,GBP,17-12-2018,366784,65141222,Emalee Brumbie,435230,78152958,"JOAN,ACONVERSE",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,17-12-2018,812
RPS FPS 45620857444076,08-12-2018 00:00,RP1617831657493640,RP46822572925100414427089447339108654,590,GBP,08-12-2018,551752,65149222,Maddie McGriffin,521333,68851402,"SUSAN,ACODY",INVOICES 22 +212,10,FPS,BOOK,COMPLETE,O,934,11,08-12-2018,603
RPS FPS 40056927105150,18-08-2018 00:00,RP9494550158608870,RP46847761469716542462990995378748381,553,GBP,18-08-2018,502866,65220222,Eben Dooman,531281,46019802,"SUSAN,AEHRLICH",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,18-08-2018,612
RPS FPS 36435756297235,27-07-2018 00:00,RP1932995095179570,RP46817773090600640165886098079050036,935,GBP,27-07-2018,828742,65246222,Urbain Ravenhills,610187,34675568,"KATHLEEN,AKONKEL",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,27-07-2018,612
RPS FPS 43758810597738,17-03-2018 00:00,RP1535714732793440,RP46996782724971636459493430118799574,596,GBP,17-03-2018,732317,65256222,Skyler Matteotti,514982,69884537,"STEPHEN,ACASWELL",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,17-03-2018,812
RPS FPS 21605001520121,17-11-2018 00:00,RP4094485561796220,RP46849502308721500625479177348842204,386,GBP,17-11-2018,792606,65292222,Noah Tewelson,249435,59206620,"KEN,AMILLER",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,17-11-2018,812
RPS FPS 43748503185926,20-06-2018 00:00,RP4960155361355380,RP46956492738932659874887375858976819,742,GBP,20-06-2018,253905,65391222,Teodoro Palffrey,581029,72142711,"KAREN,AAUGUSTINE",INVOICES 22 +213,10,FPS,BOOK,COMPLETE,O,934,11,20-06-2018,603
RPS FPS 90731814968417,02-02-2018 00:00,RP2641289890864010,RP46833642155612587528991322429312549,863,GBP,02-02-2018,464429,65396222,Tomasine Jellard,867246,64438891,"JOHN,ABREDENKAMP",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,02-02-2018,612
RPS FPS 87360691972401,07-05-2018 00:00,RP8105000832661950,RP46800373340234448184682693368824721,14,GBP,07-05-2018,257525,65470222,Nicolis Petteford,672853,45993965,JOHNBREDENKAMP,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,07-05-2018,612
RPS FPS 41114755220191,24-12-2018 00:00,RP8688382983359920,RP46885042903140640987983416438873555,723,GBP,24-12-2018,275033,65498222,Claiborne Detheridge,306549,52139320,ABREDENKAMP,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,24-12-2018,812
RPS FPS 25313113776198,02-03-2018 00:00,RP3398258505217160,RP46991552256355749582193177819150763,399,GBP,02-03-2018,679519,65531222,Fidole Piens,809903,81125715,JBREDENKAMP,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,02-03-2018,812
RPS FPS 60970836667057,08-11-2018 00:00,RP7781583621300820,RP46981292330852482418893134258996728,287,GBP,08-11-2018,405331,65537222,Preston Vockings,292738,56690092,BREDENKAMPJ,INVOICES 22 +213,10,FPS,BOOK,COMPLETE,O,934,11,08-11-2018,603
RPS FPS 22752599415617,13-10-2018 00:00,RP9099393947954210,RP46996392445197752778878651888765844,946,GBP,13-10-2018,378072,65570222,Audrey Dooler,525122,59022525,"J,ABREDENKAMP",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,13-10-2018,612
RPS FPS 80210155910882,17-11-2018 00:00,RP9840432193102720,RP46807761889692486627081871248762180,330,GBP,17-11-2018,468964,65601222,Morry Mc Carroll,856716,45025425,BREDENKAMPJ A,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,17-11-2018,612
RPS FPS 55460897176834,23-03-2018 00:00,RP1514867367190880,RP46882411548345475820086686119099656,848,GBP,23-03-2018,756815,65602222,Jackqueline Southan,721644,36561089,BREDENKAMPJOHN A,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,23-03-2018,812
RPS FPS 32993773475308,10-12-2018 00:00,RP4027060651155510,RP46858411661446526587092088948953129,264,GBP,10-12-2018,405888,65621222,Brandyn Mathiot,525967,80480240,BREDENKAMPA,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,10-12-2018,812
RPS FPS 21452112148238,09-05-2018 00:00,RP5935623098083980,RP46967072224563498357981460159342696,110,GBP,09-05-2018,342445,65648222,Kevon Sent,351777,57335339,BREDENKAMPJOHN,INVOICES 22 +214,10,FPS,BOOK,COMPLETE,O,934,11,09-05-2018,603
RPS FPS 24659244241987,14-10-2018 00:00,RP1902789072643790,RP46871751192088753574479782339268099,912,GBP,14-10-2018,568649,65686222,Milt Brende,528025,81372299,"A,JOHNBREDENKAMP",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,14-10-2018,612
RPS FPS 96303065551464,02-06-2018 00:00,RP8413405488679970,RP46825671403440351426076934218949123,654,GBP,02-06-2018,614659,65687222,Reg Muggeridge,871722,66273092,"JOHN,ADAVIES",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,02-06-2018,612
RPS FPS 20030116871093,01-11-2018 00:00,RP9030194552848630,RP46979281841783398263381332239248596,300,GBP,01-11-2018,313482,65721222,Jemie Giriardelli,241315,77181780,"JOHN,AGOODIN",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,01-11-2018,812
RPS FPS 99426661096482,09-10-2018 00:00,RP4160393484482140,RP46848621372133575430884610848959493,110,GBP,09-10-2018,768120,65738222,Coralie Goundrill,846228,39114598,"JOHN,APETERSON",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,09-10-2018,812
RPS FPS 39875581080409,26-10-2018 00:00,RP7295063379714870,RP46815621250796495712289611379190168,751,GBP,26-10-2018,563617,65820222,Ninnette Dandie,256466,64691954,"JOHN,AVEAZEY",INVOICES 22 +214,10,FPS,BOOK,COMPLETE,O,934,11,26-10-2018,603
RPS FPS 55938502118395,11-12-2018 00:00,RP4653234645376930,RP46800881544544594848580974488776821,517,GBP,11-12-2018,376729,65872222,Dinnie Rosenhaupt,591903,39620039,"EDWIN,AGAUSSELIN",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,11-12-2018,612
RPS FPS 93235139800389,23-11-2018 00:00,RP2729636192278290,RP46915992612327479415281852599278997,346,GBP,23-11-2018,434773,65888222,Howey Raiston,590617,78783934,"LYNN,APAYNE",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,23-11-2018,612
RPS FPS 23245626241855,08-11-2018 00:00,RP1210959766082060,RP46920622444155432148285257458864181,157,GBP,08-11-2018,702079,65905222,Valaree Jaze,681815,42359975,"GORDON,ADUNLOP",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,08-11-2018,812
RPS FPS 89858103475715,05-05-2018 00:00,RP3073450220891790,RP46829371611796626865590338929145018,129,GBP,05-05-2018,360337,65947222,Feodor Rathjen,573780,43386598,"MARION,ALESTER",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,05-05-2018,812
RPS FPS 67991167548744,05-05-2018 00:00,RP7833280977758510,RP46858701136084497592692508949274188,366,GBP,05-05-2018,295307,65954222,Tanhya Aukland,744411,58372080,"SIMON,AHERSHON",INVOICES 22 +215,10,FPS,BOOK,COMPLETE,O,934,11,05-05-2018,603
